"state","county","sex","total_arc_mean","total_arc_lb","total_arc_ub","daily_arc_mean","daily_arc_lb","daily_arc_ub"
"North Carolina","Cumberland County","Females",0.31,-1.07,1.73,-1.21,-2.85,0.42
"North Carolina","Cumberland County","Both",-0.74,-1.99,0.53,-2.2,-3.63,-0.77
"North Carolina","Currituck County","Males",-1.79,-3.16,-0.46,-2.58,-4.2,-1.12
"North Carolina","Currituck County","Females",-0.93,-2.85,0.96,-2.11,-4.24,0.01
"North Carolina","Currituck County","Both",-1.38,-3.04,0.17,-2.36,-4.19,-0.59
"North Carolina","Dare County","Males",-1.46,-2.83,-0.14,-2.62,-4.19,-1.15
"North Carolina","Dare County","Females",-1.66,-3.46,0.13,-2.32,-4.29,-0.42
"North Carolina","Dare County","Both",-1.56,-3.16,-0.01,-2.47,-4.22,-0.85
"North Carolina","Davidson County","Males",-1.3,-2.39,-0.15,-2.41,-3.59,-1.09
"North Carolina","Davidson County","Females",-1.16,-2.5,0.27,-1.96,-3.53,-0.28
"North Carolina","Davidson County","Both",-1.23,-2.42,0.05,-2.19,-3.55,-0.75
"North Carolina","Davie County","Males",-1.55,-2.83,-0.26,-2.63,-4.17,-1.14
"North Carolina","Davie County","Females",-0.78,-2.6,1.08,-1.7,-3.79,0.37
"North Carolina","Davie County","Both",-1.19,-2.71,0.35,-2.19,-3.97,-0.42
"North Carolina","Duplin County","Males",-1.52,-2.85,-0.28,-2.79,-4.29,-1.3
"North Carolina","Duplin County","Females",-0.27,-2.08,1.6,-1.41,-3.5,0.75
"North Carolina","Duplin County","Both",-0.97,-2.5,0.51,-2.18,-3.97,-0.49
"North Carolina","Durham County","Males",-1.58,-2.83,-0.23,-3.34,-4.75,-1.88
"North Carolina","Durham County","Females",-2.37,-3.94,-0.69,-4.06,-5.91,-2.18
"North Carolina","Durham County","Both",-1.91,-3.28,-0.43,-3.64,-5.24,-2
"North Carolina","Edgecombe County","Males",-0.52,-1.65,0.71,-1.53,-2.85,-0.13
"North Carolina","Edgecombe County","Females",-0.7,-2.37,1.19,-1.19,-3.09,0.86
"North Carolina","Edgecombe County","Both",-0.59,-1.94,0.91,-1.39,-2.94,0.23
"North Carolina","Forsyth County","Males",-1.37,-2.54,-0.27,-2.72,-4,-1.46
"North Carolina","Forsyth County","Females",-1.06,-2.45,0.27,-2.01,-3.62,-0.34
"North Carolina","Forsyth County","Both",-1.23,-2.49,-0.03,-2.39,-3.81,-0.96
"North Carolina","Franklin County","Males",-1.52,-2.86,-0.25,-2.58,-4.08,-1.09
"North Carolina","Franklin County","Females",-0.2,-2.11,1.59,-1.41,-3.46,0.59
"North Carolina","Franklin County","Both",-0.92,-2.52,0.6,-2.04,-3.76,-0.41
"North Carolina","Gaston County","Males",-1.51,-2.59,-0.33,-2.42,-3.65,-1.16
"North Carolina","Gaston County","Females",-0.37,-1.73,1.16,-1.63,-3.26,0
"North Carolina","Gaston County","Both",-0.98,-2.17,0.35,-2.05,-3.44,-0.66
"North Carolina","Gates County","Males",-1.16,-2.63,0.11,-1.96,-3.39,-0.41
"North Carolina","Gates County","Females",0.5,-1.64,2.38,-0.17,-2.36,2.08
"North Carolina","Gates County","Both",-0.44,-2.2,1.05,-1.18,-2.92,0.62
"North Carolina","Graham County","Males",-1.24,-2.45,0.08,-2.48,-3.91,-1.01
"North Carolina","Graham County","Females",-0.19,-1.89,1.73,-1.37,-3.52,0.91
"North Carolina","Graham County","Both",-0.75,-2.22,0.85,-1.97,-3.75,-0.25
"North Carolina","Granville County","Males",-1.26,-2.5,0.02,-2.65,-4.07,-1.19
"North Carolina","Granville County","Females",-0.66,-2.46,1.06,-1.77,-3.74,0.27
"North Carolina","Granville County","Both",-0.99,-2.48,0.52,-2.25,-3.86,-0.57
"North Carolina","Greene County","Males",-1.27,-2.6,-0.01,-2.52,-4.06,-0.99
"North Carolina","Greene County","Females",-0.08,-2.15,1.86,-1.71,-3.9,0.6
"North Carolina","Greene County","Both",-0.79,-2.39,0.75,-2.2,-3.94,-0.46
"North Carolina","Guilford County","Males",-1.82,-2.83,-0.73,-3.12,-4.4,-1.85
"North Carolina","Guilford County","Females",-1.8,-2.98,-0.51,-2.57,-4.09,-1.08
"North Carolina","Guilford County","Both",-1.81,-2.9,-0.61,-2.87,-4.24,-1.56
"North Carolina","Halifax County","Males",-0.48,-1.67,0.75,-1.47,-2.88,-0.14
"North Carolina","Halifax County","Females",-0.17,-1.85,1.62,-1.03,-3,0.89
"North Carolina","Halifax County","Both",-0.35,-1.75,1.11,-1.29,-2.86,0.24
"North Carolina","Harnett County","Males",-1.71,-3.04,-0.5,-2.94,-4.29,-1.55
"North Carolina","Harnett County","Females",-0.38,-2.07,1.25,-1.76,-3.59,0.22
"North Carolina","Harnett County","Both",-1.09,-2.6,0.27,-2.39,-3.89,-0.76
"North Carolina","Haywood County","Males",-1.22,-2.55,-0.06,-2.38,-3.9,-1.13
"North Carolina","Haywood County","Females",-0.85,-2.65,0.68,-2.08,-4.24,-0.29
"North Carolina","Haywood County","Both",-1.05,-2.59,0.27,-2.24,-4,-0.73
"North Carolina","Henderson County","Males",-1.22,-2.52,0.08,-2.52,-3.96,-1.18
"North Carolina","Henderson County","Females",-0.79,-2.54,0.93,-1.81,-3.98,0.14
"North Carolina","Henderson County","Both",-1.02,-2.54,0.46,-2.2,-3.94,-0.57
"North Carolina","Hertford County","Males",-0.76,-2.03,0.51,-2.16,-3.63,-0.68
"North Carolina","Hertford County","Females",-0.29,-2.33,1.72,-1.22,-3.35,1
"North Carolina","Hertford County","Both",-0.57,-2.15,0.99,-1.78,-3.51,-0.06
"North Carolina","Hoke County","Males",-1.8,-3.06,-0.57,-2.97,-4.36,-1.52
"North Carolina","Hoke County","Females",-0.72,-2.55,1.13,-2.18,-4.28,0.03
"North Carolina","Hoke County","Both",-1.35,-2.83,0.1,-2.65,-4.3,-0.87
"North Carolina","Hyde County","Males",-0.92,-2.22,0.42,-2.31,-3.84,-0.88
"North Carolina","Hyde County","Females",-1.27,-3.21,0.86,-2.29,-4.5,-0.11
"North Carolina","Hyde County","Both",-1.07,-2.65,0.6,-2.3,-4.12,-0.57
"North Carolina","Iredell County","Males",-1.54,-2.62,-0.43,-2.55,-3.92,-1.18
"North Carolina","Iredell County","Females",-1.31,-2.73,0.22,-2.01,-3.75,-0.03
"North Carolina","Iredell County","Both",-1.44,-2.67,-0.14,-2.31,-3.84,-0.67
"North Carolina","Jackson County","Males",-1.37,-2.69,-0.09,-2.48,-3.91,-1.04
"North Carolina","Jackson County","Females",-0.01,-1.76,1.67,-1.53,-3.62,0.49
"North Carolina","Jackson County","Both",-0.71,-2.26,0.73,-2.03,-3.74,-0.3
"North Carolina","Johnston County","Males",-1.71,-2.87,-0.48,-2.59,-3.83,-1.3
"North Carolina","Johnston County","Females",-0.3,-1.75,1.35,-1.21,-3,0.53
"North Carolina","Johnston County","Both",-1.08,-2.33,0.34,-1.96,-3.4,-0.49
"North Carolina","Jones County","Males",-1.07,-2.46,0.24,-2.16,-3.76,-0.67
"North Carolina","Jones County","Females",0.69,-1.4,2.68,-0.51,-2.79,1.7
"North Carolina","Jones County","Both",-0.31,-1.98,1.29,-1.45,-3.34,0.25
"North Carolina","Lee County","Males",-1.04,-2.25,0.26,-2.4,-3.82,-0.91
"North Carolina","Lee County","Females",-0.51,-2.22,1.37,-1.61,-3.66,0.54
"North Carolina","Lee County","Both",-0.82,-2.22,0.74,-2.06,-3.71,-0.35
"North Carolina","Lenoir County","Males",-0.85,-2.13,0.33,-1.93,-3.35,-0.59
"North Carolina","Lenoir County","Females",-0.22,-2.05,1.51,-1.57,-3.54,0.45
"North Carolina","Lenoir County","Both",-0.58,-2.11,0.81,-1.78,-3.38,-0.2
"North Carolina","Lincoln County","Males",-1.86,-3.16,-0.55,-2.68,-4.22,-1.25
"North Carolina","Lincoln County","Females",-1.12,-2.87,0.6,-1.84,-3.82,0.1
"North Carolina","Lincoln County","Both",-1.51,-3.02,-0.05,-2.29,-4.03,-0.65
"North Carolina","McDowell County","Males",-0.9,-2.14,0.37,-1.83,-3.22,-0.47
"North Carolina","McDowell County","Females",-0.21,-1.92,1.46,-0.81,-2.68,1.09
"North Carolina","McDowell County","Both",-0.57,-2.01,0.92,-1.35,-2.94,0.27
"North Carolina","Macon County","Males",-1.44,-2.81,-0.17,-2.63,-4.1,-1.18
"North Carolina","Macon County","Females",-0.41,-2.19,1.37,-1.98,-4.09,0.1
"North Carolina","Macon County","Both",-0.95,-2.5,0.52,-2.32,-4.06,-0.69
"North Carolina","Madison County","Males",-1,-2.23,0.25,-1.99,-3.51,-0.56
"North Carolina","Madison County","Females",-0.17,-1.91,1.61,-1.12,-3.07,0.84
"North Carolina","Madison County","Both",-0.62,-2.09,0.88,-1.59,-3.37,0.07
"North Carolina","Martin County","Males",-0.22,-1.51,0.96,-1.21,-2.65,0.14
"North Carolina","Martin County","Females",-0.68,-2.63,1.1,-1.2,-3.32,0.96
"North Carolina","Martin County","Both",-0.4,-1.96,1.04,-1.21,-2.83,0.45
"North Carolina","Mecklenburg County","Males",-2.1,-3.28,-0.91,-3.43,-4.84,-2.06
"North Carolina","Mecklenburg County","Females",-2.08,-3.43,-0.67,-2.89,-4.48,-1.27
"North Carolina","Mecklenburg County","Both",-2.09,-3.34,-0.79,-3.19,-4.62,-1.71
"North Carolina","Mitchell County","Males",-1.29,-2.57,0.02,-2.2,-3.59,-0.8
"North Carolina","Mitchell County","Females",0.12,-1.69,1.88,-0.86,-2.87,1.16
"North Carolina","Mitchell County","Both",-0.6,-2.15,0.87,-1.56,-3.2,0.13
"North Carolina","Montgomery County","Males",-1.46,-2.73,-0.28,-2.69,-4.15,-1.35
"North Carolina","Montgomery County","Females",-0.9,-2.72,0.82,-1.75,-3.75,0.14
"North Carolina","Montgomery County","Both",-1.21,-2.73,0.21,-2.27,-3.99,-0.72
"North Carolina","Moore County","Males",-1.73,-3.02,-0.35,-3.03,-4.56,-1.5
"North Carolina","Moore County","Females",-0.64,-2.44,1.27,-1.7,-3.85,0.38
"North Carolina","Moore County","Both",-1.25,-2.76,0.35,-2.45,-4.23,-0.68
"North Carolina","Nash County","Males",-1.05,-2.21,0.2,-2.12,-3.5,-0.69
"North Carolina","Nash County","Females",-0.06,-1.64,1.67,-1.03,-2.9,1
"North Carolina","Nash County","Both",-0.61,-1.94,0.84,-1.63,-3.26,0.05
"North Carolina","New Hanover County","Males",-2.13,-3.31,-0.97,-3.13,-4.45,-1.79
"North Carolina","New Hanover County","Females",-1.28,-2.62,0.05,-1.57,-3.05,0.12
"North Carolina","New Hanover County","Both",-1.71,-2.95,-0.49,-2.38,-3.76,-0.91
"North Carolina","Northampton County","Males",-0.44,-1.77,0.91,-1.5,-2.99,0.02
"North Carolina","Northampton County","Females",0.65,-1.35,2.69,-0.36,-2.5,1.93
"North Carolina","Northampton County","Both",0.01,-1.59,1.63,-1.02,-2.76,0.76
"North Carolina","Onslow County","Males",-2.07,-3.31,-0.79,-3.35,-4.8,-1.88
"North Carolina","Onslow County","Females",0.04,-1.47,1.67,-0.86,-2.73,0.98
"North Carolina","Onslow County","Both",-1.09,-2.45,0.28,-2.18,-3.8,-0.59
"North Carolina","Orange County","Males",-1.77,-3.28,-0.26,-3.21,-4.92,-1.39
"North Carolina","Orange County","Females",-2.02,-3.92,-0.12,-3.45,-5.62,-1.09
"North Carolina","Orange County","Both",-1.88,-3.55,-0.2,-3.32,-5.23,-1.3
"North Carolina","Pamlico County","Males",-1.17,-2.38,0.06,-2.17,-3.56,-0.52
"North Carolina","Pamlico County","Females",-0.79,-2.68,1.13,-1.81,-3.81,0.76
"North Carolina","Pamlico County","Both",-1.01,-2.5,0.51,-2.02,-3.64,-0.01
"North Carolina","Pasquotank County","Males",-0.89,-2.14,0.41,-1.94,-3.33,-0.52
"North Carolina","Pasquotank County","Females",-0.42,-2.23,1.43,-1.48,-3.47,0.61
"North Carolina","Pasquotank County","Both",-0.69,-2.17,0.82,-1.75,-3.38,-0.05
"North Carolina","Pender County","Males",-2.03,-3.28,-0.8,-3.24,-4.66,-1.92
"North Carolina","Pender County","Females",-0.3,-2.08,1.36,-0.75,-2.83,1.18
"North Carolina","Pender County","Both",-1.22,-2.72,0.2,-2.06,-3.75,-0.5
"North Carolina","Perquimans County","Males",-1.4,-2.75,-0.09,-2.49,-3.99,-0.99
"North Carolina","Perquimans County","Females",-0.53,-2.5,1.44,-1.63,-3.69,0.57
"North Carolina","Perquimans County","Both",-1.02,-2.66,0.56,-2.11,-3.79,-0.36
"North Carolina","Person County","Males",-1.12,-2.33,0.11,-2.43,-3.91,-0.98
"North Carolina","Person County","Females",-0.8,-2.57,1.06,-1.87,-3.93,0.2
"North Carolina","Person County","Both",-0.98,-2.42,0.52,-2.18,-3.95,-0.5
"North Carolina","Pitt County","Males",-0.76,-1.97,0.49,-1.99,-3.36,-0.61
"North Carolina","Pitt County","Females",-0.28,-1.89,1.38,-1.38,-3.27,0.44
"North Carolina","Pitt County","Both",-0.56,-1.93,0.87,-1.74,-3.27,-0.22
"North Carolina","Polk County","Males",-1.04,-2.4,0.22,-2.13,-3.62,-0.64
"North Carolina","Polk County","Females",0.53,-1.44,2.39,-0.6,-2.75,1.57
"North Carolina","Polk County","Both",-0.33,-1.95,1.15,-1.44,-3.21,0.3
"North Carolina","Randolph County","Males",-1.58,-2.66,-0.54,-2.89,-4.16,-1.67
"North Carolina","Randolph County","Females",-0.45,-1.78,0.9,-0.99,-2.71,0.53
"North Carolina","Randolph County","Both",-1.05,-2.25,0.14,-2,-3.47,-0.67
"North Carolina","Richmond County","Males",-1.43,-2.62,-0.28,-2.38,-3.77,-1.17
"North Carolina","Richmond County","Females",-0.89,-2.6,0.89,-1.9,-3.84,-0.02
"North Carolina","Richmond County","Both",-1.19,-2.61,0.19,-2.17,-3.76,-0.68
"North Carolina","Robeson County","Males",-1.07,-2.1,0.02,-2.34,-3.62,-1.02
"North Carolina","Robeson County","Females",-0.3,-1.63,1.2,-1.52,-3.13,0.15
"North Carolina","Robeson County","Both",-0.74,-1.9,0.52,-1.99,-3.42,-0.56
"North Carolina","Rockingham County","Males",-1.24,-2.44,-0.13,-2.39,-3.68,-1.11
"North Carolina","Rockingham County","Females",-0.52,-2.07,0.98,-1.29,-3.05,0.48
"North Carolina","Rockingham County","Both",-0.91,-2.28,0.38,-1.89,-3.37,-0.42
"North Carolina","Rowan County","Males",-1.16,-2.27,-0.01,-2.07,-3.33,-0.92
"North Carolina","Rowan County","Females",0.14,-1.3,1.66,-0.6,-2.31,1.08
"North Carolina","Rowan County","Both",-0.59,-1.83,0.75,-1.42,-2.86,-0.08
"North Carolina","Rutherford County","Males",-0.8,-1.96,0.3,-1.86,-3.12,-0.49
"North Carolina","Rutherford County","Females",-0.6,-2.1,0.88,-1.66,-3.31,0.14
"North Carolina","Rutherford County","Both",-0.71,-2.04,0.57,-1.76,-3.16,-0.24
"North Carolina","Sampson County","Males",-1.56,-2.72,-0.33,-2.79,-4.22,-1.37
"North Carolina","Sampson County","Females",-0.52,-2.12,1.2,-1.4,-3.31,0.49
"North Carolina","Sampson County","Both",-1.09,-2.44,0.34,-2.17,-3.79,-0.57
"North Carolina","Scotland County","Males",-0.78,-1.99,0.49,-1.93,-3.32,-0.48
"North Carolina","Scotland County","Females",-0.19,-2,1.77,-1.11,-3.17,1
"North Carolina","Scotland County","Both",-0.54,-2.01,1.01,-1.59,-3.21,0.1
"North Carolina","Stanly County","Males",-1.39,-2.57,-0.16,-2.46,-3.78,-1.04
"North Carolina","Stanly County","Females",-0.66,-2.3,1.03,-1.66,-3.61,0.27
"North Carolina","Stanly County","Both",-1.06,-2.46,0.35,-2.1,-3.66,-0.47
"North Carolina","Stokes County","Males",-1.5,-2.73,-0.33,-2.39,-3.8,-1
"North Carolina","Stokes County","Females",-0.28,-1.9,1.27,-1.23,-3.13,0.56
"North Carolina","Stokes County","Both",-0.92,-2.33,0.43,-1.84,-3.47,-0.31
"North Carolina","Surry County","Males",-1.34,-2.6,-0.07,-2.14,-3.58,-0.67
"North Carolina","Surry County","Females",-1.32,-3.01,0.38,-1.95,-3.88,0
"North Carolina","Surry County","Both",-1.33,-2.79,0.14,-2.05,-3.69,-0.37
"North Carolina","Swain County","Males",-1.77,-3.03,-0.56,-3.12,-4.57,-1.7
"North Carolina","Swain County","Females",-0.29,-1.97,1.36,-1.59,-3.5,0.38
"North Carolina","Swain County","Both",-1.02,-2.52,0.4,-2.37,-4.02,-0.73
"North Carolina","Transylvania County","Males",-1.57,-2.91,-0.27,-2.79,-4.26,-1.32
"North Carolina","Transylvania County","Females",-0.6,-2.43,1.3,-2.02,-4.15,0
"North Carolina","Transylvania County","Both",-1.12,-2.69,0.43,-2.43,-4.21,-0.73
"North Carolina","Tyrrell County","Males",-0.25,-1.48,0.95,-1.44,-2.98,0.03
"North Carolina","Tyrrell County","Females",-0.76,-2.54,1.05,-1.74,-3.92,0.54
"North Carolina","Tyrrell County","Both",-0.47,-1.93,0.98,-1.57,-3.41,0.21
"North Carolina","Union County","Males",-2.43,-3.73,-1.2,-3.85,-5.19,-2.57
"North Carolina","Union County","Females",-1.71,-3.38,-0.06,-2.6,-4.32,-0.83
"North Carolina","Union County","Both",-2.12,-3.57,-0.71,-3.3,-4.79,-1.84
"North Carolina","Vance County","Males",-0.88,-2.07,0.32,-2.29,-3.73,-0.9
"North Carolina","Vance County","Females",0.1,-1.51,1.79,-1.46,-3.33,0.44
"North Carolina","Vance County","Both",-0.43,-1.84,1,-1.92,-3.51,-0.31
"North Carolina","Wake County","Males",-2.24,-3.32,-1.17,-3.89,-5.19,-2.6
"North Carolina","Wake County","Females",-1.64,-2.93,-0.35,-2.67,-4.25,-1.09
"North Carolina","Wake County","Both",-1.97,-3.14,-0.82,-3.33,-4.75,-1.94
"North Carolina","Warren County","Males",-0.96,-2.2,0.27,-2.15,-3.59,-0.69
"North Carolina","Warren County","Females",0.35,-1.41,2.11,-0.96,-2.79,1.16
"North Carolina","Warren County","Both",-0.38,-1.83,1.05,-1.62,-3.19,0.07
"North Carolina","Washington County","Males",-0.56,-1.83,0.72,-1.83,-3.39,-0.44
"North Carolina","Washington County","Females",-1.18,-3.14,0.86,-2.18,-4.35,-0.12
"North Carolina","Washington County","Both",-0.81,-2.37,0.78,-1.98,-3.81,-0.32
"North Carolina","Watauga County","Males",-1.62,-3.05,-0.18,-2.42,-4.02,-0.71
"North Carolina","Watauga County","Females",-0.88,-2.81,1.06,-1.59,-3.78,0.56
"North Carolina","Watauga County","Both",-1.28,-2.94,0.38,-2.03,-3.93,-0.15
"North Carolina","Wayne County","Males",-1.31,-2.51,-0.22,-2.17,-3.42,-0.94
"North Carolina","Wayne County","Females",-0.56,-2.15,0.91,-1.72,-3.4,0.02
"North Carolina","Wayne County","Both",-0.99,-2.35,0.26,-1.98,-3.42,-0.59
"North Carolina","Wilkes County","Males",-0.88,-2,0.28,-1.46,-2.89,-0.16
"North Carolina","Wilkes County","Females",-0.81,-2.27,0.73,-1.46,-3.28,0.32
"North Carolina","Wilkes County","Both",-0.85,-2.13,0.47,-1.46,-3.03,0.04
"North Carolina","Wilson County","Males",-1.1,-2.32,0.12,-2.21,-3.59,-0.87
"North Carolina","Wilson County","Females",-0.12,-1.9,1.57,-1.31,-3.27,0.56
"North Carolina","Wilson County","Both",-0.69,-2.15,0.71,-1.84,-3.43,-0.32
"North Carolina","Yadkin County","Males",-1.23,-2.48,-0.03,-2.03,-3.4,-0.71
"North Carolina","Yadkin County","Females",-1.15,-2.88,0.56,-2.06,-3.95,-0.16
"North Carolina","Yadkin County","Both",-1.19,-2.68,0.25,-2.04,-3.68,-0.45
"North Carolina","Yancey County","Males",-1.3,-2.52,-0.06,-2.32,-3.78,-0.93
"North Carolina","Yancey County","Females",-0.29,-1.98,1.44,-1.35,-3.35,0.7
"North Carolina","Yancey County","Both",-0.84,-2.25,0.62,-1.88,-3.56,-0.2
"North Dakota","","Males",-0.76,-1.08,-0.41,-1.52,-1.85,-1.16
"North Dakota","","Females",-0.54,-0.9,-0.15,-1.44,-1.85,-0.98
"North Dakota","","Both",-0.65,-1,-0.29,-1.48,-1.85,-1.08
"North Dakota","Adams County","Males",-0.63,-2.1,0.84,-1.44,-3.01,0.11
"North Dakota","Adams County","Females",-0.53,-2.45,1.49,-1.17,-3.33,0.97
"North Dakota","Adams County","Both",-0.58,-2.24,1.14,-1.31,-3.09,0.43
"North Dakota","Barnes County","Males",-0.65,-2.05,0.73,-1.42,-2.94,0.08
"North Dakota","Barnes County","Females",-0.3,-2.24,1.61,-1.1,-3.21,0.99
"North Dakota","Barnes County","Both",-0.49,-2.16,1.14,-1.27,-3.01,0.49
"North Dakota","Benson County","Males",0.49,-0.73,1.81,-0.28,-1.92,1.25
"North Dakota","Benson County","Females",1.26,-0.37,3.08,0.72,-1.41,2.82
"North Dakota","Benson County","Both",0.86,-0.55,2.39,0.21,-1.67,2.03
"North Dakota","Billings County","Males",-1.19,-2.62,0.14,-1.98,-3.49,-0.36
"North Dakota","Billings County","Females",0.81,-1.24,2.8,0.3,-1.91,2.8
"North Dakota","Billings County","Both",-0.3,-1.99,1.28,-0.96,-2.74,0.97
"North Dakota","Bottineau County","Males",-1.02,-2.37,0.34,-1.9,-3.39,-0.44
"North Dakota","Bottineau County","Females",0.34,-1.51,2.24,-0.69,-2.74,1.39
"North Dakota","Bottineau County","Both",-0.39,-1.94,1.2,-1.33,-3.05,0.36
"North Dakota","Bowman County","Males",-0.78,-2.2,0.57,-1.64,-3.18,-0.09
"North Dakota","Bowman County","Females",-0.75,-2.66,1.21,-1.49,-3.58,0.69
"North Dakota","Bowman County","Both",-0.77,-2.4,0.87,-1.57,-3.33,0.21
"North Dakota","Burke County","Males",-0.59,-1.95,0.7,-1.09,-2.63,0.43
"North Dakota","Burke County","Females",0.06,-1.76,1.87,-0.96,-3.18,1.13
"North Dakota","Burke County","Both",-0.28,-1.87,1.29,-1.02,-2.87,0.76
"North Dakota","Burleigh County","Males",-1.56,-2.78,-0.37,-1.92,-3.27,-0.65
"North Dakota","Burleigh County","Females",-1.14,-2.42,0.21,-2.45,-4.03,-0.94
"North Dakota","Burleigh County","Both",-1.36,-2.64,-0.09,-2.17,-3.59,-0.83
"North Dakota","Cass County","Males",-0.88,-1.84,0.1,-1.74,-2.85,-0.57
"North Dakota","Cass County","Females",-0.8,-1.93,0.34,-1.79,-3.15,-0.43
"North Dakota","Cass County","Both",-0.84,-1.88,0.21,-1.76,-3.01,-0.5
"North Dakota","Cavalier County","Males",-1.34,-2.82,0.05,-2.09,-3.65,-0.49
"North Dakota","Cavalier County","Females",-0.37,-2.46,1.63,-1.33,-3.49,0.93
"North Dakota","Cavalier County","Both",-0.9,-2.66,0.76,-1.74,-3.56,0.16
"North Dakota","Dickey County","Males",-0.6,-2.1,0.89,-1.57,-3.24,0.2
"North Dakota","Dickey County","Females",-0.25,-2.31,1.84,-0.9,-3.22,1.57
"North Dakota","Dickey County","Both",-0.44,-2.21,1.33,-1.26,-3.21,0.8
"North Dakota","Divide County","Males",-0.95,-2.45,0.49,-1.65,-3.33,-0.06
"North Dakota","Divide County","Females",-0.73,-2.74,1.19,-2.01,-4.2,0.11
"North Dakota","Divide County","Both",-0.84,-2.57,0.84,-1.84,-3.78,0.01
"North Dakota","Dunn County","Males",-0.66,-1.98,0.82,-1.38,-2.96,0.26
"North Dakota","Dunn County","Females",0.95,-1.02,3.16,0.33,-1.96,2.72
"North Dakota","Dunn County","Both",0.06,-1.56,1.84,-0.61,-2.47,1.28
"North Dakota","Eddy County","Males",-0.14,-1.59,1.23,-0.87,-2.23,0.67
"North Dakota","Eddy County","Females",0.24,-1.7,2.14,-0.42,-2.41,1.7
"North Dakota","Eddy County","Both",0.04,-1.62,1.65,-0.65,-2.29,1.09
"North Dakota","Emmons County","Males",-0.72,-2.03,0.63,-1.36,-3.02,0.13
"North Dakota","Emmons County","Females",0.1,-1.7,1.93,-0.73,-3.07,1.33
"North Dakota","Emmons County","Both",-0.34,-1.87,1.24,-1.06,-3.04,0.65
"North Dakota","Foster County","Males",-0.88,-2.37,0.63,-1.56,-3.04,0.01
"North Dakota","Foster County","Females",0.42,-1.56,2.4,-0.22,-2.14,1.93
"North Dakota","Foster County","Both",-0.25,-1.98,1.45,-0.9,-2.58,0.92
"North Dakota","Golden Valley County","Males",-0.25,-1.75,1.13,-0.82,-2.42,0.72
"North Dakota","Golden Valley County","Females",1.08,-0.93,2.95,0.74,-1.54,2.81
"North Dakota","Golden Valley County","Both",0.36,-1.36,1.96,-0.1,-1.97,1.69
"North Dakota","Grand Forks County","Males",-1.06,-2.11,0,-1.97,-3.22,-0.75
